id,name,series,printedTotal,total,legalities,ptcgoCode,releaseDate,updatedAt,symbol_image_source,logo_image_source
swsh35,Champion's Path,Sword & Shield,73,80,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",CPA,2020/09/25,2020/10/25 13:45:00,"""https://images.pokemontcg.io/swsh35/symbol.png""","""https://images.pokemontcg.io/swsh35/logo.png"""
swsh4,Vivid Voltage,Sword & Shield,185,203,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",VIV,2020/11/13,2020/11/13 16:20:00,"""https://images.pokemontcg.io/swsh4/symbol.png""","""https://images.pokemontcg.io/swsh4/logo.png"""
swsh45,Shining Fates,Sword & Shield,72,73,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",SHF,2021/02/19,2021/02/24 16:17:00,"""https://images.pokemontcg.io/swsh45/symbol.png""","""https://images.pokemontcg.io/swsh45/logo.png"""
swsh45sv,Shining Fates Shiny Vault,Sword & Shield,122,122,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",SHF,2021/02/19,2021/02/24 16:17:00,"""https://images.pokemontcg.io/swsh45sv/symbol.png""","""https://images.pokemontcg.io/swsh45sv/logo.png"""
swsh5,Battle Styles,Sword & Shield,163,183,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",BST,2021/03/19,2021/03/19 15:12:00,"""https://images.pokemontcg.io/swsh5/symbol.png""","""https://images.pokemontcg.io/swsh5/logo.png"""
swsh6,Chilling Reign,Sword & Shield,198,233,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",CRE,2021/06/18,2021/06/18 12:12:00,"""https://images.pokemontcg.io/swsh6/symbol.png""","""https://images.pokemontcg.io/swsh6/logo.png"""
swsh7,Evolving Skies,Sword & Shield,203,237,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",EVS,2021/08/27,2021/08/27 10:17:00,"""https://images.pokemontcg.io/swsh7/symbol.png""","""https://images.pokemontcg.io/swsh7/logo.png"""
mcd21,McDonald's Collection 2021,Other,25,25,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",,2021/02/09,2022/10/10 15:12:00,"""https://images.pokemontcg.io/mcd21/symbol.png""","""https://images.pokemontcg.io/mcd21/logo.png"""
cel25,Celebrations,Sword & Shield,25,25,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",CEL,2021/10/08,2022/10/11 21:39:00,"""https://images.pokemontcg.io/cel25/symbol.png""","""https://images.pokemontcg.io/cel25/logo.png"""
cel25c,Celebrations: Classic Collection,Sword & Shield,25,25,"{""unlimited"": ""Legal""}",CEL,2021/10/08,2022/10/11 21:39:00,"""https://images.pokemontcg.io/cel25c/symbol.png""","""https://images.pokemontcg.io/cel25c/logo.png"""
swsh8,Fusion Strike,Sword & Shield,264,284,"{""unlimited"": ""Legal"", ""expanded"": ""Legal""}",FST,2021/11/12,2021/11/12 07:32:00,"""https://images.pokemontcg.io/swsh8/symbol.png""","""https://images.pokemontcg.io/swsh8/logo.png"""
swsh9,Brilliant Stars,Sword & Shield,172,186,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",BRS,2022/02/25,2022/02/23 09:45:00,"""https://images.pokemontcg.io/swsh9/symbol.png""","""https://images.pokemontcg.io/swsh9/logo.png"""
swsh9tg,Brilliant Stars Trainer Gallery,Sword & Shield,30,30,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",BRS,2022/02/25,2022/02/23 09:45:00,"""https://images.pokemontcg.io/swsh9tg/symbol.png""","""https://images.pokemontcg.io/swsh9tg/logo.png"""
swsh10,Astral Radiance,Sword & Shield,189,216,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",ASR,2022/05/27,2022/05/27 09:45:00,"""https://images.pokemontcg.io/swsh10/symbol.png""","""https://images.pokemontcg.io/swsh10/logo.png"""
swsh10tg,Astral Radiance Trainer Gallery,Sword & Shield,30,30,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",ASR,2022/05/27,2022/05/27 09:45:00,"""https://images.pokemontcg.io/swsh10tg/symbol.png""","""https://images.pokemontcg.io/swsh10tg/logo.png"""
pgo,Pokémon GO,Sword & Shield,78,88,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",PGO,2022/07/01,2022/07/06 17:07:00,"""https://images.pokemontcg.io/pgo/symbol.png""","""https://images.pokemontcg.io/pgo/logo.png"""
mcd22,McDonald's Collection 2022,Other,15,15,"{""unlimited"": ""Legal"", ""expanded"": ""Legal"", ""standard"": ""Legal""}",,2022/08/03,2022/10/09 13:21:00,"""https://images.pokemontcg.io/mcd22/symbol.png""","""https://images.pokemontcg.io/mcd22/logo.png"""
swsh11,Lost Origin,Sword & Shield,196,217,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",LOR,2022/09/09,2022/09/09 13:45:00,"""https://images.pokemontcg.io/swsh11/symbol.png""","""https://images.pokemontcg.io/swsh11/logo.png"""
swsh11tg,Lost Origin Trainer Gallery,Sword & Shield,30,30,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",LOR,2022/09/09,2022/09/09 13:45:00,"""https://images.pokemontcg.io/swsh11tg/symbol.png""","""https://images.pokemontcg.io/swsh11tg/logo.png"""
swsh12,Silver Tempest,Sword & Shield,195,215,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",SIT,2022/11/11,2022/09/09 11:45:00,"""https://images.pokemontcg.io/swsh12/symbol.png""","""https://images.pokemontcg.io/swsh12/logo.png"""
swsh12tg,Silver Tempest Trainer Gallery,Sword & Shield,30,30,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",SIT,2022/11/11,2022/11/11 11:45:00,"""https://images.pokemontcg.io/swsh12tg/symbol.png""","""https://images.pokemontcg.io/swsh12tg/logo.png"""
swsh12pt5,Crown Zenith,Sword & Shield,159,160,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",CRZ,2023/01/20,2023/01/19 15:45:00,"""https://images.pokemontcg.io/swsh12pt5/symbol.png""","""https://images.pokemontcg.io/swsh12pt5/logo.png"""
swsh12pt5gg,Crown Zenith Galarian Gallery,Sword & Shield,70,70,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",CRZ,2023/01/20,2023/01/19 15:45:00,"""https://images.pokemontcg.io/swsh12pt5gg/symbol.png""","""https://images.pokemontcg.io/swsh12pt5gg/logo.png"""
svp,Scarlet & Violet Black Star Promos,Scarlet & Violet,102,75,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",PR-SV,2023/01/01,2023/12/11 23:15:00,"""https://images.pokemontcg.io/svp/symbol.png""","""https://images.pokemontcg.io/svp/logo.png"""
sve,Scarlet & Violet Energies,Scarlet & Violet,8,8,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",SVE,2023/03/31,2023/07/20 15:45:00,"""https://images.pokemontcg.io/sve/symbol.png""","""https://images.pokemontcg.io/sve/logo.png"""
sv1,Scarlet & Violet,Scarlet & Violet,198,258,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",SVI,2023/03/31,2023/03/31 15:45:00,"""https://images.pokemontcg.io/sv1/symbol.png""","""https://images.pokemontcg.io/sv1/logo.png"""
sv2,Paldea Evolved,Scarlet & Violet,193,279,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",PAL,2023/06/09,2023/06/09 15:00:00,"""https://images.pokemontcg.io/sv2/symbol.png""","""https://images.pokemontcg.io/sv2/logo.png"""
sv3,Obsidian Flames,Scarlet & Violet,197,230,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",OBF,2023/08/11,2023/08/11 15:00:00,"""https://images.pokemontcg.io/sv3/symbol.png""","""https://images.pokemontcg.io/sv3/logo.png"""
sv3pt5,151,Scarlet & Violet,165,207,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",MEW,2023/09/22,2023/09/22 15:00:00,"""https://images.pokemontcg.io/sv3pt5/symbol.png""","""https://images.pokemontcg.io/sv3pt5/logo.png"""
sv4,Paradox Rift,Scarlet & Violet,182,266,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",PAR,2023/11/03,2023/11/03 15:00:00,"""https://images.pokemontcg.io/sv4/symbol.png""","""https://images.pokemontcg.io/sv4/logo.png"""
sv4pt5,Paldean Fates,Scarlet & Violet,91,245,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",PAF,2024/01/26,2024/01/25 15:00:00,"""https://images.pokemontcg.io/sv4pt5/symbol.png""","""https://images.pokemontcg.io/sv4pt5/logo.png"""
sv5,Temporal Forces,Scarlet & Violet,162,218,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",TEF,2024/03/22,2024/03/22 15:00:00,"""https://images.pokemontcg.io/sv5/symbol.png""","""https://images.pokemontcg.io/sv5/logo.png"""
sv6,Twilight Masquerade,Scarlet & Violet,167,226,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",TWM,2024/05/24,2024/05/24 15:00:00,"""https://images.pokemontcg.io/sv6/symbol.png""","""https://images.pokemontcg.io/sv6/logo.png"""
sv6pt5,Shrouded Fable,Scarlet & Violet,64,99,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",SFA,2024/08/02,2024/08/02 15:00:00,"""https://images.pokemontcg.io/sv6pt5/symbol.png""","""https://images.pokemontcg.io/sv6pt5/logo.png"""
sv7,Stellar Crown,Scarlet & Violet,142,175,"{""unlimited"": ""Legal"", ""standard"": ""Legal"", ""expanded"": ""Legal""}",SCR,2024/09/13,2024/08/02 15:00:00,"""https://images.pokemontcg.io/sv7/symbol.png""","""https://images.pokemontcg.io/sv7/logo.png"""
